#Row, Col, Type, x, y
21,21,0,1107.917,570.955
21,22,0,1137.457,555.030
21,23,0,1166.831,539.171
21,24,1,1196.020,523.388
21,25,0,1225.004,507.691
21,26,1,1253.765,492.090
21,27,1,1282.285,476.596
21,28,1,1310.546,461.219
21,29,0,1338.530,445.967
21,30,0,1366.219,430.851
22,0,1,481.393,931.980
22,1,1,509.573,917.447
22,2,0,538.082,902.700
22,3,0,566.892,887.756
22,4,1,595.978,872.628
22,5,1,625.312,857.331
22,6,0,654.869,841.879
22,7,1,684.623,826.286
22,8,0,714.549,810.566
22,9,0,744.623,794.732
22,10,0,774.819,778.798
22,11,0,805.114,762.777
22,12,1,835.485,746.682
22,13,1,865.907,730.525
22,14,0,896.357,714.320
22,15,1,926.814,698.079
22,16,0,957.254,681.814
22,17,0,987.655,665.537
22,18,0,1017.996,649.261
22,19,1,1048.256,632.996
22,20,0,1078.412,616.755
22,21,0,1108.445,600.548
22,22,0,1138.334,584.388
22,23,0,1168.058,568.285
22,24,0,1197.598,552.250
22,25,0,1226.935,536.293
22,26,1,1256.048,520.427
22,27,0,1284.920,504.660
22,28,0,1313.530,489.003
22,29,1,1341.862,473.467
22,30,0,1369.896,458.060
23,0,1,504.895,949.556
23,1,0,533.520,934.881
23,2,0,562.468,919.987
23,3,1,591.711,904.889
23,4,0,621.222,889.601
23,5,1,650.974,874.140
23,6,1,680.940,858.519
23,7,0,711.095,842.753
23,8,1,741.411,826.856
23,9,0,771.864,810.842
23,10,1,802.428,794.726
23,11,0,833.080,778.519
23,12,1,863.794,762.237
23,13,1,894.547,745.893
23,14,0,925.315,729.498
23,15,1,956.074,713.067
23,16,1,986.802,696.612
23,17,0,1017.477,680.145
23,18,0,1048.075,663.678
23,19,0,1078.575,647.225
23,20,1,1108.955,630.796
23,21,0,1139.195,614.403
23,22,0,1169.272,598.059
23,23,0,1199.167,581.774
23,24,1,1228.859,565.559
23,25,1,1258.328,549.427
23,26,0,1287.554,533.387
23,27,1,1316.519,517.450
23,28,0,1345.202,501.628
23,29,1,1373.585,485.929
23,30,1,1401.649,470.366
24,0,1,500.303,982.025
24,1,0,529.029,967.449
24,2,0,558.101,952.630
24,3,1,587.490,937.586
24,4,0,617.167,922.331
24,5,0,647.104,906.881
24,6,0,677.273,891.252
24,7,0,707.647,875.458
24,8,1,738.199,859.516
24,9,1,768.903,843.438
24,10,1,799.732,827.241
24,11,1,830.661,810.937
24,12,0,861.664,794.542
24,13,1,892.716,778.069
24,14,1,923.794,761.532
24,15,0,954.871,744.944
24,16,0,985.926,728.319
24,17,1,1016.933,711.669
24,18,0,1047.871,695.008
24,19,1,1078.716,678.347
24,20,1,1109.445,661.701
24,21,1,1140.037,645.080
24,22,0,1170.470,628.497
24,23,0,1200.723,611.965
24,24,1,1230.773,595.494
24,25,0,1260.601,579.096
24,26,0,1290.185,562.784
24,27,1,1319.507,546.567
24,28,1,1348.545,530.458
24,29,0,1377.280,514.466
24,30,0,1405.694,498.603
25,0,1,524.626,1000.370
25,1,1,553.806,985.655
25,2,0,583.327,970.691
25,3,1,613.157,955.493
25,4,1,643.267,940.078
25,5,0,673.629,924.463
25,6,0,704.214,908.663
25,7,0,734.994,892.694
25,8,0,765.941,876.571
25,9,1,797.029,860.309
25,10,0,828.230,843.924
25,11,0,859.518,827.430
25,12,1,890.867,810.842
25,13,0,922.251,794.174
25,14,0,953.646,777.440
25,15,0,985.026,760.654
25,16,1,1016.366,743.830
25,17,0,1047.643,726.981
25,18,0,1078.834,710.121
25,19,1,1109.913,693.263
25,20,0,1140.860,676.419
25,21,0,1171.650,659.602
25,22,1,1202.262,642.825
25,23,0,1232.673,626.101
25,24,1,1262.862,609.440
25,25,0,1292.808,592.856
25,26,0,1322.490,576.360
25,27,0,1351.887,559.963
25,28,0,1380.979,543.677
25,29,0,1409.745,527.513
25,30,1,1438.166,511.483
26,0,0,520.326,1033.605
26,1,1,549.598,1019.025
26,2,0,579.234,1004.170
26,3,1,609.203,989.058
26,4,1,639.474,973.705
26,5,0,670.017,958.128
26,6,1,700.803,942.344
26,7,1,731.802,926.370
26,8,0,762.985,910.221
26,9,1,794.324,893.914
26,10,1,825.792,877.464
26,11,0,857.360,860.888
26,12,0,889.001,844.199
26,13,1,920.689,827.413
26,14,0,952.398,810.546
26,15,1,984.101,793.611
26,16,0,1015.774,776.623
26,17,1,1047.390,759.596
26,18,1,1078.926,742.544
26,19,1,1110.357,725.480
26,20,1,1141.658,708.419
26,21,0,1172.807,691.374
26,22,0,1203.781,674.357
26,23,0,1234.555,657.382
26,24,1,1265.109,640.461
26,25,0,1295.419,623.607
26,26,1,1325.464,606.832
26,27,0,1355.223,590.148
26,28,0,1384.674,573.568
26,29,1,1413.796,557.102
26,30,0,1442.570,540.763
27,0,0,545.495,1052.698
27,1,0,575.229,1037.986
27,2,1,605.320,1022.989
27,3,1,635.737,1007.726
27,4,0,666.449,992.215
27,5,1,697.423,976.473
27,6,0,728.631,960.517
27,7,1,760.040,944.365
27,8,1,791.623,928.034
27,9,1,823.350,911.539
27,10,1,855.192,894.897
27,11,0,887.121,878.125
27,12,0,919.109,861.237
27,13,1,951.129,844.250
27,14,1,983.153,827.179
27,15,1,1015.155,810.038
27,16,0,1047.110,792.843
27,17,0,1078.991,775.609
27,18,0,1110.772,758.349
27,19,1,1142.430,741.078
27,20,1,1173.939,723.810
27,21,0,1205.275,706.558
27,22,1,1236.415,689.337
27,23,1,1267.335,672.159
27,24,0,1298.012,655.038
27,25,1,1328.423,637.986
27,26,1,1358.546,621.017
27,27,0,1388.360,604.142
27,28,1,1417.841,587.374
27,29,1,1446.970,570.726
27,30,1,1475.726,554.208
28,1,1,571.327,1072.090
28,2,1,601.523,1057.243
28,3,1,632.070,1042.102
28,4,0,662.935,1026.687
28,5,1,694.085,1011.015
28,6,0,725.489,995.105
28,7,0,757.115,978.975
28,8,0,788.932,962.643
28,9,1,820.910,946.125
28,10,1,853.018,929.438
28,11,1,885.229,912.601
28,12,0,917.511,895.628
28,13,0,949.838,878.538
28,14,0,982.180,861.344
28,15,1,1014.510,844.065
28,16,1,1046.801,826.714
28,17,1,1079.025,809.308
28,18,1,1111.158,791.861
28,19,0,1143.171,774.389
28,20,1,1175.041,756.906
28,21,1,1206.741,739.426
28,22,1,1238.248,721.964
28,23,0,1269.535,704.534
28,24,0,1300.581,687.149
28,25,1,1331.361,669.823
28,26,1,1361.851,652.570
28,27,1,1392.029,635.402
28,28,1,1421.873,618.332
28,29,1,1451.361,601.374
28,30,0,1480.469,584.539
29,2,1,628.487,1076.788
29,3,0,659.488,1061.502
29,4,1,690.799,1045.932
29,5,0,722.386,1030.097
29,6,0,754.215,1014.017
29,7,1,786.256,997.709
29,8,0,818.475,981.192
29,9,1,850.843,964.484
29,10,1,883.327,947.602
29,11,1,915.898,930.565
29,12,0,948.526,913.388
29,13,1,981.182,896.090
29,14,0,1013.836,878.687
29,15,1,1046.461,861.194
29,16,0,1079.028,843.629
29,17,0,1111.509,826.006
29,18,1,1143.878,808.343
29,19,0,1176.108,790.654
29,20,1,1208.173,772.954
29,21,0,1240.047,755.258
29,22,0,1271.704,737.581
29,23,1,1303.120,719.937
29,24,1,1334.270,702.341
29,25,1,1365.130,684.806
29,26,1,1395.676,667.347
29,27,0,1425.884,649.976
29,28,1,1455.732,632.708
29,29,0,1485.197,615.555
29,30,0,1514.257,598.530
30,5,0,719.332,1065.450
30,6,0,751.352,1049.450
30,7,1,783.604,1033.196
30,8,1,816.054,1016.707
30,9,0,848.670,1000.003
30,10,1,881.420,983.101
30,11,1,914.272,966.020
30,12,1,947.196,948.778
30,13,1,980.160,931.394
30,14,1,1013.134,913.884
30,15,0,1046.088,896.265
30,16,0,1078.995,878.555
30,17,1,1111.823,860.770
30,18,0,1144.547,842.927
30,19,1,1177.136,825.042
30,20,0,1209.566,807.131
30,21,0,1241.807,789.209
30,22,1,1273.835,771.293
30,23,1,1305.622,753.396
30,24,0,1337.144,735.534
30,25,1,1368.375,717.722
30,26,1,1399.290,699.974
30,27,0,1429.865,682.305
30,28,0,1460.076,664.728
30,29,0,1489.899,647.257
30,30,0,1519.312,629.906
